DeviceID	TimeStamp	DeviceType	CurrentStatus
Machine19	2015-04-08 18:54:59.782	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.763	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.784	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.794	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.795	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.796	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.798	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.799	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.8	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.801	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.802	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.803	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.804	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.805	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.809	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.81	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.811	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.812	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.813	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.815	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.816	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.817	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.818	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.819	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.82	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.822	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.823	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.824	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.916	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.917	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.918	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.919	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.92	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.922	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.924	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.926	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.927	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.928	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.931	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.929	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.932	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.933	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.934	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.935	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.938	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.937	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.94	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.941	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.943	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.944	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.945	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.946	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.947	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.948	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.95	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.951	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.953	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.954	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.955	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.97	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.971	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.972	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.973	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.975	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.976	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.977	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.978	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.979	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.98	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.983	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.984	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.985	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.986	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.987	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.99	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.991	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.994	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.993	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.996	Sensor	Motion does not exists	
Machine19	2015-04-08 18:54:59.998	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.0	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.001	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.002	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.003	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.004	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.005	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.007	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.008	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.009	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.033	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.036	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.035	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.05	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.038	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.054	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.053	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.051	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.056	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.063	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.065	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.066	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.067	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.068	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.069	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.07	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.071	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.072	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.074	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.075	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.082	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.084	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.085	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.086	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.087	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.089	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.09	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.091	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.093	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.162	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.163	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.164	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.166	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.167	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.169	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.17	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.172	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.174	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.175	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.176	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.177	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.178	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.179	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.18	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.181	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.183	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.184	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.185	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.186	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.187	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.188	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.189	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.19	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.191	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.193	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.194	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.195	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.295	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.298	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.301	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.302	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.299	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.303	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.297	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.305	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.306	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.307	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.309	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.31	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.311	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.313	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.314	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.315	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.316	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.318	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.319	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.32	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.321	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.323	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.325	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.326	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.328	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.33	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.331	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.332	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.425	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.424	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.427	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.428	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.429	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.431	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.432	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.434	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.435	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.436	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.438	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.439	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.44	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.442	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.443	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.445	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.447	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.449	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.45	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.451	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.452	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.453	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.454	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.457	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.459	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.458	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.461	Sensor	Motion does not exists	
Machine236	timeStamp	Sensor	User Away from Home	
Machine19	2015-04-08 18:55:00.551	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.553	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.554	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.563	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.575	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.576	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.576	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.577	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.578	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.579	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.58	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.581	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.582	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.583	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.584	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.585	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.587	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.588	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.589	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.586	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.59	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.587	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.591	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.592	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.593	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.594	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.68	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.681	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.691	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.693	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.694	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.695	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.696	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.697	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.698	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.699	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.7	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.701	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.702	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.703	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.704	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.706	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.705	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.707	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.708	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.709	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.71	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.711	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.712	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.713	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.714	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:00.715	Sensor	Motion does not exists	
Machine236	timeStamp	Sensor	User Away from Home	
Machine159	2015-04-08 18:55:01.758	Sensor	Door is Closed	
Machine19	2015-04-08 18:55:01.821	Sensor	Motion exists	
Machine19	2015-04-08 18:55:01.823	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.826	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.828	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.83	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.831	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.833	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.835	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.836	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.836	Sensor	Motion exists	
Machine19	2015-04-08 18:55:01.839	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.838	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.841	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.842	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.839	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.842	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.847	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.843	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.845	Sensor	Motion exists	
Machine19	2015-04-08 18:55:01.844	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.849	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.847	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.848	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.849	Sensor	Motion exists	
Machine19	2015-04-08 18:55:01.855	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.858	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.859	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.867	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.867	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.852	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.86	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.867	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.867	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.852	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.871	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.937	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.868	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.868	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.941	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.945	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.949	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.943	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.939	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.952	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.95	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.945	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.939	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.951	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.954	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.952	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.954	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.955	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.95	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.959	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.949	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.957	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.977	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.977	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.957	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.068	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.957	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.076	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.074	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:01.978	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.071	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.071	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.071	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.083	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.079	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.082	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.086	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.084	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.089	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.09	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.092	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.087	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.093	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.095	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.081	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.085	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.08	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.099	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.1	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.103	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.211	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.209	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.103	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.211	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.209	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.211	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.213	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.209	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.216	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.231	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.218	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.215	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.226	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.231	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.226	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.242	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.236	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.235	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.25	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.247	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.262	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.359	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.258	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.259	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.254	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.36	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.362	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.371	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.373	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.362	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.371	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.361	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.373	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.366	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.374	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.367	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.378	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.383	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.392	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.391	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.388	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.388	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.384	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.388	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.39	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.384	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.503	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.383	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.51	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.508	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.509	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.509	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.515	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.527	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.524	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.534	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.532	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.527	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.543	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.538	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.551	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.552	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.553	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.553	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.555	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.555	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.653	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.543	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.55	Sensor	Motion does not exists	
Machine19	2015-04-08 18:55:02.557	Sensor	Motion does not exists	
Machine236	timeStamp	Sensor	User Away from Home	
Machine19	2015-04-08 18:55:02.655	Sensor	Motion does not exists	
